# Insolation data from five different pyranometers, facing in five different directions. ;;;;;;;;;;
# Contact: stephan.fuhrmann@gmx.net;;;;;;;;;;
;;;;;;;;;;
TIMESTAMP;N_mV_AVG;N_mV_STD;E_mV_AVG;E_mV_STD;S_mV_AVG;S_mV_STD;W_mV_AVG;W_mV_STD;TOP_mV_AVG;TOP_mV_STD
16.06.2019 21:00;0.1999391;0.175302;0.2480161;0.2004689;0.3136449;0.301145;0.4588933;0.2351594;0.7738101;0.2841907
16.06.2019 22:00;-0.1465202;0.3165296;-0.05850635;0.2558795;-0.2040091;0.2602691;0.2528492;0.2095355;0.2457267;0.2613669
16.06.2019 23:00;-0.3014349;0.2335819;-0.2129122;0.2726604;-0.330688;0.2334661;0.1808609;0.2158955;0.04553319;0.1291313
17.06.2019 00:00;-0.3169518;0.1936472;-0.1396521;0.2218905;-0.300163;0.2008374;0.1460115;0.2093131;0.03968255;0.1955391
17.06.2019 01:00;-0.3780018;0.2725171;-0.1956146;0.2220595;-0.3182237;0.1592924;0.1500815;0.2433271;-0.03459506;0.28941
17.06.2019 02:00;-0.4415957;0.365514;-0.1655984;0.1844772;-0.4499902;0.2889484;0.1320208;0.197743;-0.0134819;0.1504757
17.06.2019 03:00;-0.4298944;0.3071419;-0.2785411;0.3018435;-0.4222631;0.1986801;0.03306878;0.2682786;-0.006105022;0.1425283
17.06.2019 04:00;-0.3935187;0.2016366;-0.2632786;0.2534471;-0.4052201;0.2156364;0.1195564;0.1929803;-0.0114469;0.1600656
17.06.2019 05:00;-0.3558712;0.1554105;-0.2118948;0.2261412;-0.3853787;0.1629264;0.09793452;0.2113422;0.01271876;0.1424457
17.06.2019 06:00;0.3446786;0.5901375;1.572549;1.497707;1.155119;1.211215;0.7389604;0.6734751;1.427046;1.242156
17.06.2019 07:00;4.118846;2.398887;7.185088;4.667005;6.543298;3.048783;4.663972;1.828913;9.845093;5.142085
17.06.2019 08:00;11.03582;1.103467;39.68155;28.22625;40.15774;28.8989;11.55144;1.809934;33.93139;13.17868
17.06.2019 09:00;15.32383;0.8035422;112.2691;3.751121;131.8641;9.305335;14.09723;0.5385372;85.12521;9.860024
17.06.2019 10:00;17.28125;0.4601827;92.39017;8.009847;149.519;2.572538;16.05592;0.6240768;115.4236;8.15418
17.06.2019 11:00;17.6974;0.3933221;62.81801;8.851912;147.9781;2.484205;17.92329;0.5698711;140.0136;6.345811
17.06.2019 12:00;19.00032;0.3315013;25.58533;6.627122;133.4878;5.970209;33.69559;9.344493;158.5962;4.103205
17.06.2019 13:00;20.38488;0.5861027;22.005;0.3156843;107.9216;8.605682;64.88964;9.426715;169.2988;2.012372
17.06.2019 14:00;22.11362;0.5649613;22.64729;0.4460891;75.68559;9.622349;92.51889;7.163136;172.1877;0.5586571
17.06.2019 15:00;35.13764;8.072408;25.12924;1.421329;44.16746;8.89659;113.2288;4.222328;166.9064;3.502624
17.06.2019 16:00;63.24332;7.753573;24.62608;0.8429489;28.87873;1.168484;118.4458;4.516388;147.5662;10.39537
17.06.2019 17:00;92.6804;9.604049;24.57191;0.5358533;28.38982;0.5972942;114.5269;4.294376;125.7233;6.735021
17.06.2019 18:00;108.2815;6.278598;23.85507;1.398451;26.9002;1.904941;97.11391;10.59543;98.46997;12.16368
17.06.2019 19:00;55.96336;44.31855;15.43347;4.57816;17.17365;4.400478;42.80884;29.55938;45.12136;25.15063
17.06.2019 20:00;3.446278;1.594313;4.004886;2.069389;6.506159;3.19084;5.154409;2.728435;8.258297;4.349315
17.06.2019 21:00;1.877545;0.6660042;1.532357;1.009172;0.6267811;0.4886227;1.094323;0.3511297;2.658478;1.493981
17.06.2019 22:00;0.6814715;1.546124;1.075754;1.872723;0.5067157;1.181335;0.7534605;1.006081;2.030679;3.226094
17.06.2019 23:00;-0.2681117;0.2279414;-0.09691703;0.1234229;-0.2500511;0.1692946;0.1742471;0.2645352;0.05901508;0.2117859
18.06.2019 00:00;-0.2889704;0.2697032;-0.2414023;0.3066146;-0.3070311;0.1839982;0.1686509;0.290074;0.1007327;0.1446106
18.06.2019 01:00;-0.3197499;0.2382849;-0.117267;0.156828;-0.3189868;0.1586299;0.1661071;0.2066948;0.06588323;0.1297312
18.06.2019 02:00;-0.2686205;0.1799036;-0.1979041;0.2167237;-0.3635024;0.2557629;0.2238504;0.2014358;0.07478637;0.1225667
18.06.2019 03:00;-0.3688443;0.2829016;-0.1968866;0.2847692;-0.3393368;0.242995;0.1811153;0.1642989;0.01602565;0.1475402
18.06.2019 04:00;-0.3927556;0.2434977;-0.2347885;0.2537146;-0.39301;0.2053292;0.09564516;0.2368048;-0.006105015;0.1405534
18.06.2019 05:00;-0.2973649;0.1334778;-0.2090965;0.2244041;-0.3846157;0.2483746;0.09259262;0.2109114;-0.01907816;0.1853758
18.06.2019 06:00;1.399065;1.490714;10.712;20.90473;5.013485;9.12649;1.720087;1.502503;3.556678;4.086506
18.06.2019 07:00;8.284245;1.745649;102.6062;15.73387;59.54293;15.81124;8.209712;1.516546;28.58773;8.267505
18.06.2019 08:00;12.52418;0.6378162;126.0219;0.9972262;104.6394;10.41818;11.6537;0.6372439;58.29089;8.689682
18.06.2019 09:00;14.09163;0.4641002;115.8375;5.619758;134.0446;6.607367;12.76202;0.30981;88.41708;8.565104
18.06.2019 10:00;15.54005;0.5219136;91.57821;7.849396;148.8005;3.042984;14.25952;0.6896008;116.7848;8.28705
18.06.2019 11:00;16.93224;0.621869;63.02354;8.63594;149.0416;2.14592;16.44893;0.6601163;142.4243;6.770522
18.06.2019 12:00;19.45921;0.8721348;25.27194;7.17641;135.5791;5.886965;33.51803;10.05789;162.553;4.899528
18.06.2019 13:00;22.15483;0.4137268;22.70631;0.3667042;108.9391;9.432034;66.11954;9.607139;175.2532;2.036971
18.06.2019 14:00;23.28654;1.078143;23.32571;0.507352;73.05432;10.81666;93.16219;6.614197;176.2852;0.6626535
18.06.2019 15:00;38.71645;8.632666;25.5627;1.200239;38.15199;9.441627;114.3504;5.525107;171.0186;2.73825
18.06.2019 16:00;69.32671;9.290392;24.39231;0.9028677;22.9322;0.7079599;125.5139;0.9258518;155.593;6.308195
18.06.2019 17:00;104.1533;10.13069;24.25622;0.5172461;22.25072;1.160003;125.1319;2.405032;136.0662;6.54735
18.06.2019 18:00;129.7205;5.520546;22.15483;1.197602;19.84688;0.5462691;109.5005;6.008028;104.9879;9.252873
18.06.2019 19:00;72.96377;50.39819;13.19547;4.782426;14.14429;5.038527;48.05354;32.95946;43.95964;29.00566
18.06.2019 20:00;10.10837;5.008415;5.287447;1.345163;7.617017;0.7478631;7.320925;2.04643;9.600892;2.61258
18.06.2019 21:00;2.534342;1.744027;1.810644;1.126735;2.479906;1.862366;2.075958;1.256278;3.197499;1.8602
18.06.2019 22:00;-0.07809325;0.2360696;-0.03586691;0.2987952;-0.2426741;0.3814585;0.2772692;0.153416;0.2536122;0.2663898
18.06.2019 23:00;-0.2291923;0.2683123;-0.1187933;0.2463703;-0.3006717;0.3034045;0.2635329;0.1398796;0.08877701;0.1875385
19.06.2019 00:00;-0.2828655;0.2444144;-0.1767909;0.3253018;-0.3016892;0.2488051;0.1276964;0.2398688;0.07504077;0.1078609
19.06.2019 01:00;-0.3319599;0.2227252;-0.2281747;0.2306515;-0.3660462;0.2774744;0.1114164;0.1854737;0.00890313;0.218851
19.06.2019 02:00;-0.3879226;0.2825875;-0.2490335;0.2982837;-0.3507837;0.2035987;0.08801387;0.280354;-0.01729754;0.1410846
19.06.2019 03:00;-0.3357755;0.2188634;-0.2531035;0.2209694;-0.359178;0.2048909;0.1129427;0.2439809;-0.0651201;0.2084674
19.06.2019 04:00;-0.3373018;0.1785715;-0.2246135;0.2102887;-0.423535;0.2102063;0.07733011;0.258231;-0.01475378;0.1534109
19.06.2019 05:00;-0.4138688;0.2976009;-0.187729;0.1281901;-0.3683356;0.1471196;0.07656698;0.2222168;-0.02747255;0.1985654
19.06.2019 06:00;0.1577128;0.4476256;0.4296401;0.6964843;0.3604499;0.7330891;0.4497357;0.3829898;1.161987;1.1363
19.06.2019 07:00;2.829164;1.298864;4.651762;2.108749;5.32077;2.867159;3.208183;1.475742;8.32825;3.956127
19.06.2019 08:00;7.766845;2.802046;11.04828;2.878115;12.24029;3.63066;8.332322;2.432624;20.09439;5.478843
19.06.2019 09:00;16.4586;2.897648;30.98268;9.196346;33.60452;12.29368;16.98796;2.990678;47.92712;13.04271
19.06.2019 10:00;26.66262;2.279659;60.54187;17.30807;82.37158;35.55386;28.24254;4.835593;94.16292;30.74591
19.06.2019 11:00;28.86118;2.151486;68.89809;12.61452;135.3954;33.3203;35.44595;2.020068;151.7706;32.69258
19.06.2019 12:00;27.70097;6.044847;39.48186;8.5585;119.3893;39.33543;42.91338;8.936965;152.3192;47.23792
19.06.2019 13:00;22.57149;2.636633;31.37924;4.160244;104.0207;27.12067;62.44816;17.76067;156.8382;45.69886
19.06.2019 14:00;24.77515;1.3136;26.84933;0.6586339;75.09492;11.3727;92.37059;7.155236;177.6612;0.6381102
19.06.2019 15:00;42.62416;10.2955;29.65381;2.95977;40.55074;8.253646;114.7371;5.320319;176.7172;2.3395
19.06.2019 16:00;71.45559;9.859669;26.74121;1.837598;24.77056;1.583651;123.586;1.731624;158.5217;6.121912
19.06.2019 17:00;103.8076;16.9095;25.71405;2.614456;23.10339;2.373721;120.6762;17.66897;137.1941;20.89129
19.06.2019 18:00;127.7033;21.75222;21.18311;2.670327;18.91383;1.979476;107.5176;18.32138;107.3423;19.21288
19.06.2019 19:00;117.93;49.96505;16.0689;3.907686;14.02321;2.904866;71.84351;29.79631;63.39111;26.7897
19.06.2019 20:00;94.60934;55.42003;8.812328;3.507911;9.098753;2.650005;41.84222;22.9526;33.79428;17.23561
19.06.2019 21:00;5.299911;2.312392;2.556727;0.813606;4.060595;0.9062454;5.621696;2.227273;6.401104;2.021228
19.06.2019 22:00;0.1923078;0.5636969;0.1287139;0.3691342;0.03027064;0.5202446;0.3891943;0.4521892;0.4622001;0.5523476
19.06.2019 23:00;-0.2118948;0.1718665;-0.1803522;0.3241566;-0.2510686;0.1742074;0.2062984;0.2195274;0.0796195;0.1911189
20.06.2019 00:00;-0.2330079;0.2585916;-0.1739928;0.2418874;-0.2548842;0.1914073;0.2159647;0.1165969;0.1068377;0.1150272
20.06.2019 01:00;-0.2355516;0.1786947;-0.1017502;0.1540095;-0.2426741;0.1448922;0.1421959;0.2626824;0.07580388;0.1176623
20.06.2019 02:00;-0.2599717;0.1880239;-0.1561865;0.2623108;-0.3088118;0.2593037;0.2322448;0.1268135;0.06868136;0.1728219
20.06.2019 03:00;-0.3067768;0.2366216;-0.1834047;0.23343;-0.3141537;0.2110665;0.1994303;0.2135094;0.06919011;0.1791742
20.06.2019 04:00;-0.316443;0.2890613;-0.2347885;0.3208653;-0.3515468;0.3009462;0.1849309;0.1970993;0.03561256;0.2227608
20.06.2019 05:00;-0.3332318;0.2867321;-0.1447396;0.2327304;-0.2991455;0.1763069;0.1566953;0.1942776;0.06512011;0.1358812
20.06.2019 06:00;0.9790909;0.9068981;3.64698;4.609128;2.726396;2.515167;1.181065;0.6692117;2.756921;1.859955
20.06.2019 07:00;5.896422;2.004454;16.64175;7.396573;13.26033;6.688065;5.850125;2.301952;14.95753;6.170653
20.06.2019 08:00;13.22701;2.233456;107.7056;31.95971;95.53144;28.65985;13.42339;1.813352;57.74067;14.79922
20.06.2019 09:00;15.54793;0.7186863;112.1814;4.420688;131.5347;7.69251;16.05567;1.048685;87.02159;9.092352
20.06.2019 10:00;17.82129;1.03729;90.48515;11.28336;144.096;8.726911;18.22931;2.191554;115.0838;6.867409
20.06.2019 11:00;28.63784;3.074128;60.44494;11.27715;115.6019;28.35223;28.34557;3.781519;123.7269;21.86342
20.06.2019 12:00;33.32624;3.640286;37.29932;6.684243;120.8199;26.60155;41.8674;10.78885;152.4744;24.00658
20.06.2019 13:00;34.84104;5.728871;37.26676;2.970787;75.74639;15.33605;57.81342;10.85659;124.0393;25.88279
20.06.2019 14:00;36.5217;3.543448;33.85483;6.249125;64.13949;23.42231;71.69597;23.00088;128.8549;49.14363
20.06.2019 15:00;32.04316;12.59393;32.72819;7.544441;38.77979;13.76852;46.91928;29.6971;86.90023;46.84144
20.06.2019 16:00;13.1217;11.69716;10.17451;5.441819;14.58284;5.101825;16.00327;9.018099;23.78792;14.79287
20.06.2019 17:00;10.77102;7.671842;10.87582;7.510605;12.86351;7.292577;9.137164;4.259018;18.33767;12.91357
20.06.2019 18:00;17.46668;5.311591;10.06004;2.87716;10.29534;4.469604;15.5754;5.952252;24.84662;9.617698
20.06.2019 19:00;10.23047;6.299919;10.26379;2.575165;13.09779;4.439548;12.51171;7.349844;21.65523;9.387758
20.06.2019 20:00;1.766383;0.7464445;2.33364;1.272488;2.383243;1.420104;2.089185;0.68669;3.868287;1.561391
20.06.2019 21:00;2.23418;1.216041;1.941139;0.7261735;0.9816344;0.4149937;1.473343;0.3319201;3.865742;1.244371
20.06.2019 22:00;-0.09437328;0.4602397;0.02289381;0.3565093;-0.2897336;0.3153166;0.2508142;0.3514951;0.3802913;0.7261356
20.06.2019 23:00;-0.3535818;0.1849049;-0.2525948;0.2765344;-0.351038;0.1328512;0.1035308;0.2277833;-0.005341887;0.1780517
21.06.2019 00:00;-0.329925;0.1880471;-0.2347885;0.2538523;-0.3909751;0.1824513;0.09742578;0.2437085;-0.007122526;0.1992615
21.06.2019 01:00;-0.3739318;0.2104624;-0.2146928;0.2540016;-0.358415;0.1185343;0.1327839;0.1305013;-0.01221002;0.155018
21.06.2019 02:00;-0.3413718;0.2017501;-0.1905272;0.1669484;-0.3942819;0.2078762;0.1068377;0.1949784;-0.05977822;0.1876379
21.06.2019 03:00;-0.3904663;0.2329272;-0.1907816;0.1295817;-0.4049657;0.2047581;0.1248983;0.1242277;-0.02670942;0.2272805
21.06.2019 04:00;-0.4291313;0.2815525;-0.3027067;0.3643044;-0.4225175;0.2119146;0.1294771;0.1865214;-0.02721818;0.1306735
21.06.2019 05:00;-0.4181932;0.242144;-0.1823872;0.1705589;-0.4156494;0.193285;0.06588321;0.2818474;-0.01933254;0.1380637
21.06.2019 06:00;-0.1765366;0.3627044;0.008394388;0.3032909;-0.1284595;0.3012727;0.2424198;0.2832846;0.336793;0.45655
21.06.2019 07:00;1.84702;1.192147;2.061713;1.385168;2.745474;2.052854;2.550622;1.604584;4.995679;3.212916
21.06.2019 08:00;10.99385;4.654036;22.59439;24.24244;24.54443;23.85518;11.94954;3.544086;31.69441;19.05243
21.06.2019 09:00;18.5834;1.51194;28.98379;12.95179;29.13005;12.12722;17.66027;2.397756;42.71981;8.754094
21.06.2019 10:00;24.55816;2.829972;37.37055;10.7712;49.35443;19.67393;24.87079;2.390374;62.78011;12.74594
21.06.2019 11:00;22.12277;3.377703;53.04795;21.49274;104.1604;42.73083;28.99498;5.425731;100.6154;39.95596
21.06.2019 12:00;31.86637;7.258593;35.23455;5.360716;110.9957;39.57121;47.08846;12.77784;137.9707;47.26087
21.06.2019 13:00;31.86001;2.986372;31.71527;3.731483;52.08514;24.15481;42.25761;12.08678;83.99299;35.20409
21.06.2019 14:00;36.60335;6.402695;32.98231;3.979473;72.96146;22.914;85.56756;28.943;149.094;53.245
21.06.2019 15:00;43.34023;6.345482;29.40605;4.053086;44.08249;11.17193;87.80326;32.90186;129.4659;49.64867
21.06.2019 16:00;43.93928;19.59483;30.93484;5.611643;37.07878;7.044129;63.6142;40.62544;97.22227;54.48265
21.06.2019 17:00;26.00276;16.43361;20.72473;10.04219;19.10385;10.18675;23.15808;16.18825;44.41852;26.94827
21.06.2019 18:00;6.779106;2.553153;7.004228;2.328671;13.44069;3.93631;14.90792;4.887709;19.71053;6.975264
21.06.2019 19:00;5.335779;0.8439329;4.513638;1.227948;5.818328;1.358492;6.229399;1.110803;10.71582;2.614104
21.06.2019 20:00;2.639145;0.7189844;3.055812;0.723666;2.921756;1.192166;2.77142;0.9378507;5.830792;1.705492
21.06.2019 21:00;0.1381259;0.4290771;0.2233416;0.4260226;0.1976497;0.2899801;0.4189563;0.1830956;0.6181322;0.4618651
21.06.2019 22:00;-0.1508446;0.2427829;-0.06969888;0.2680064;-0.1943428;0.2420745;0.1800978;0.2205034;0.1803521;0.3469609
21.06.2019 23:00;-0.3673181;0.2202403;-0.1986672;0.2896329;-0.4103075;0.2871505;0.09768014;0.259466;0.02823566;0.1608447
22.06.2019 00:00;-0.3174605;0.1450555;-0.1879834;0.1497619;-0.4215001;0.2516711;0.1368539;0.1582199;0.01068376;0.1272172
22.06.2019 01:00;-0.3451874;0.2352781;-0.2579366;0.2555383;-0.3825806;0.1857156;0.1175214;0.1947055;-0.01297315;0.1702263
22.06.2019 02:00;-0.3355211;0.2044362;-0.2485248;0.186409;-0.3594325;0.1390042;0.103022;0.2091138;-0.03637569;0.1683517
22.06.2019 03:00;-0.3685899;0.1847296;-0.2475072;0.2189537;-0.4347275;0.2682689;0.04349818;0.2822786;0.01144688;0.1736985
22.06.2019 04:00;-0.3965712;0.2354823;-0.2442004;0.2637518;-0.3891943;0.1747431;0.03688443;0.281086;0.000508743;0.1177942
22.06.2019 05:00;-0.3136449;0.2118034;-0.3182237;0.2722671;-0.3754581;0.1687918;0.1076008;0.223331;-0.00610502;0.1337598
22.06.2019 06:00;0.1605109;0.3837596;0.1399065;0.438455;0.08725076;0.4062248;0.5023914;0.4488782;0.8928578;0.868036
22.06.2019 07:00;2.145402;0.9579527;2.40105;1.146044;2.48474;1.182847;2.566394;0.8896402;5.68758;2.13293
22.06.2019 08:00;12.1014;5.80758;21.09637;17.03129;22.60176;15.09675;12.69867;4.345363;33.61673;17.76047
22.06.2019 09:00;18.00317;0.5118095;21.36804;3.456905;20.50164;2.532626;15.92288;0.4778239;41.70104;2.562717
22.06.2019 10:00;14.72223;1.496572;17.3975;2.450458;16.53415;2.623612;13.26288;1.195432;34.34654;5.083358
22.06.2019 11:00;18.44832;4.533624;19.7815;2.815675;21.14903;4.385988;19.54494;5.940694;40.63163;9.01445
22.06.2019 12:00;27.16322;2.44392;23.44934;3.382738;27.5018;3.785275;30.5337;2.11033;52.51327;6.928289
22.06.2019 13:00;36.49168;3.589438;37.73736;5.719125;52.54404;9.533534;45.1814;4.718878;83.19425;15.32599
22.06.2019 14:00;39.20052;2.723555;38.49056;1.947621;60.51923;11.68404;64.49052;12.99399;116.0361;25.43571
22.06.2019 15:00;46.83637;7.142532;40.31647;2.675954;52.22607;6.331264;67.68193;21.15808;113.5326;28.64941
22.06.2019 16:00;56.45812;15.66505;33.90723;6.152875;41.96737;7.000907;91.46321;32.10053;127.7494;42.0492
22.06.2019 17:00;53.77649;22.22073;30.40575;3.232568;34.02272;3.818143;56.37773;25.11826;85.64669;25.95999
22.06.2019 18:00;55.45791;40.93542;25.04809;7.240283;22.32399;7.594457;50.69397;39.11235;67.62417;42.57422
22.06.2019 19:00;24.00083;6.29809;13.14867;1.87196;13.71846;2.427194;20.37929;5.663901;30.3971;5.779795
22.06.2019 20:00;10.14525;2.537265;6.636399;1.175322;6.60791;0.9725243;9.437075;1.224313;13.91077;2.028011
22.06.2019 21:00;5.400644;2.615638;3.271267;1.48294;3.474513;1.798872;5.191041;2.483191;7.410208;3.538543
22.06.2019 22:00;-0.01526255;0.4037989;0.05316446;0.305485;-0.1147233;0.3009398;0.342898;0.3104272;0.3230568;0.4321322
22.06.2019 23:00;-0.2505598;0.2258354;-0.1376171;0.2126644;-0.3088118;0.2373697;0.2157103;0.1990276;0.07402325;0.1305764
23.06.2019 00:00;-0.250051;0.1205672;-0.2538667;0.2897196;-0.3006717;0.269767;0.1704315;0.2435982;0.07682136;0.1401597
23.06.2019 01:00;-0.3179692;0.1752682;-0.1556778;0.1738589;-0.312373;0.1821186;0.1770453;0.2461986;0.01984128;0.1551807
23.06.2019 02:00;-0.2897336;0.2159435;-0.2225785;0.227889;-0.3133906;0.1576175;0.1523709;0.1959018;-0.03357755;0.1592674
23.06.2019 03:00;-0.344933;0.2015616;-0.2393673;0.2562785;-0.3897031;0.2836459;0.1228633;0.213283;0.004833134;0.2101854
23.06.2019 04:00;-0.3545992;0.1845307;-0.2106228;0.1850651;-0.3660462;0.1848697;0.103022;0.1957658;-0.04502445;0.168774
23.06.2019 05:00;-0.378765;0.2757762;-0.2505598;0.2525212;-0.3891943;0.2508585;0.09640826;0.2830844;-0.005850648;0.1625081
23.06.2019 06:00;0.1149777;0.5131891;0.2062984;0.4344192;0.03968255;0.4773227;0.4726295;0.4259764;0.7308205;0.7950934
23.06.2019 07:00;2.473037;0.6295922;2.782612;0.6900926;3.396166;0.9129895;3.251934;0.8872886;5.833591;1.399375
23.06.2019 08:00;5.852924;2.228951;6.090002;2.292742;5.585067;1.989051;5.936359;2.0356;11.67227;4.442298
23.06.2019 09:00;12.5285;2.856886;13.44018;3.299693;13.69176;3.219453;12.26878;2.133811;25.33426;5.941945
23.06.2019 10:00;25.57261;3.655519;27.51095;5.347294;34.70673;5.440113;28.44681;4.371864;53.80752;7.643818
23.06.2019 11:00;28.16063;2.542958;35.69777;6.894367;51.1488;14.73306;33.86372;2.022283;70.62199;12.59168
23.06.2019 12:00;21.96659;5.008613;23.86245;5.709092;30.52505;5.542028;27.26243;5.474226;48.93623;11.69277
23.06.2019 13:00;32.57735;5.279282;32.18307;6.222358;36.06585;9.550962;33.42035;7.610845;66.40343;13.88196
23.06.2019 14:00;44.38393;4.800891;42.82994;3.577295;61.58709;8.923304;63.02761;10.28944;112.9585;20.58587
